"NAICS_Code","SIC4","NAICS_Description","SIC_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"336414","3761","Guided missile & space vehicle mfg","Guided missiles and space vehicles",137,62944,3803985113,1,1,1
"336415","3764","Guided missile & space vehicle propulsion unit & parts mfg","Space propulsion units and parts",64,16250,857225900,1,1,1
"336419","3769","Other guided missile & space vehicle parts & auxiliary equip mfg","Space vehicle equipment, nec",91,12119,744055332,1,1,1
"336510","3531","Railroad rolling stock mfg","Construction machinery",1032,89222,3965149958,0.77,0.72,0.74
"336510","3743","Railroad rolling stock mfg","Railroad equipment",314,34934,1381254339,0.23,0.28,0.26
"336611","3731","Ship building & repairing","Ship building and repairing",775,124830,4812821866,1,1,1
"336612","3732","Boat building","Boat building and repairing",2830,56792,1483060192,1,1,1
"336991","3751","Motorcycle, bicycle, & parts mfg","Motorcycles, bicycles, and parts",415,20958,740170418,0.31,0.4,0.42
"336991","3944","Motorcycle, bicycle, & parts mfg","Games, toys, and children''s vehicles",933,31998,1006822164,0.69,0.6,0.58
"336992","3711","Military armored vehicle, tank, & tank component mfg","Motor vehicles and car bodies",949,352227,22230928763,0.96,0.97,0.98
"336992","3795","Military armored vehicle, tank, & tank component mfg","Tanks and tank components",42,9929,542517966,0.04,0.03,0.02
"336999","3799","All other transportation equipment mfg","Transportation equipment, nec",874,25488,685829677,1,1,1
"337110","2434","Wood kitchen cabinet & counter top mfg","Wood kitchen cabinets",4900,81241,1966092407,0.12,0.19,0.19
"337110","2541","Wood kitchen cabinet & counter top mfg","Wood partitions and fixtures",2056,50642,1495884503,0.05,0.12,0.14
"337110","5712","Wood kitchen cabinet & counter top mfg","Furniture stores",33675,297300,6948502685,0.83,0.69,0.67
"337121","2512","Upholstered household furniture mfg","Upholstered household furniture",1193,87139,2046240480,0.03,0.21,0.21
"337121","2515","Upholstered household furniture mfg","Mattresses and bedsprings",923,32941,917590102,0.03,0.08,0.09
"337121","5712","Upholstered household furniture mfg","Furniture stores",33675,297300,6948502685,0.94,0.71,0.7
"337122","2511","Nonupholstered wood household furniture mfg","Wood household furniture",2887,125515,2735328863,0.08,0.3,0.28
"337122","5712","Nonupholstered wood household furniture mfg","Furniture stores",33675,297300,6948502685,0.92,0.7,0.72
"337124","2514","Metal household furniture mfg","Metal household furniture",428,19688,481957181,1,1,1
"337125","2519","Household furniture (except wood & metal) mfg","Household furniture, nec",233,7647,176246820,1,1,1
"337127","2531","Institutional furniture mfg","Public building & related furniture",499,43695,1466914970,0.11,0.33,0.37
"337127","2599","Institutional furniture mfg","Furniture and fixtures, nec",552,17351,541286373,0.12,0.13,0.14
"337127","3952","Institutional furniture mfg","Lead pencils and art goods",187,7423,216943626,0.04,0.06,0.06
"337127","3999","Institutional furniture mfg","Manufacturing industries, nec",3196,62359,1705787323,0.72,0.48,0.43
"337129","2517","Wood television, radio, & sewing machine cabinet mfg","Wood TV and radio cabinets",110,4480,116580994,1,1,1
"337211","2521","Wood office furniture mfg","Wood office furniture",639,29307,884902364,1,1,1
"337212","2541","Custom architectural woodwork & millwork mfg","Wood partitions and fixtures",2056,50642,1495884503,1,1,1
"337214","2522","Office furniture (except wood) mfg","Office furniture, except wood",367,33971,1331810930,1,1,1
"337215","2426","Showcase, partition, shelving, & locker mfg","Hardwood dimension & flooring mills",1004,35901,797354978,0.17,0.19,0.15
"337215","2541","Showcase, partition, shelving, & locker mfg","Wood partitions and fixtures",2056,50642,1495884503,0.35,0.27,0.28
"337215","2542","Showcase, partition, shelving, & locker mfg","Partitions and fixtures, except wood",823,36495,1101176702,0.14,0.2,0.21
"337215","3499","Showcase, partition, shelving, & locker mfg","Fabricated metal products, nec",2068,63024,1924000274,0.35,0.34,0.36
"337910","2515","Mattress mfg","Mattresses and bedsprings",923,32941,917590102,1,1,1
"337920","2591","Blind & shade mfg","Drapery hardware & blinds & shades",553,21890,547481791,1,1,1
"339111","3821","Laboratory apparatus & furniture mfg","Laboratory apparatus and furniture",213,10112,383826286,1,1,1
"339112","3829","Surgical & medical instrument mfg","Measuring & controlling devices, nec",1131,41257,1758085424,0.42,0.28,0.27
"339112","3841","Surgical & medical instrument mfg","Surgical and medical instruments",1576,108636,4753703861,0.58,0.72,0.73
"339113","2599","Surgical appliance & supplies mfg","Furniture and fixtures, nec",552,17351,541286373,0.21,0.15,0.12
"339113","3842","Surgical appliance & supplies mfg","Surgical appliances and supplies",2068,95007,3796804806,0.79,0.85,0.88
"339114","3699","Dental equipment & supplies mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.56,0.66,0.66
"339114","3843","Dental equipment & supplies mfg","Dental equipment and supplies",542,14482,533824993,0.44,0.34,0.34
"339115","3851","Ophthalmic goods mfg","Ophthalmic goods",839,35089,1151701558,1,1,1
"339116","8072","Dental laboratories","Dental laboratories",7695,43441,1104488229,1,1,1
"339911","3479","Jewelry (except costume) mfg","Metal coating and allied services",2601,54485,1635503187,0.55,0.6,0.6
"339911","3911","Jewelry (except costume) mfg","Jewelry, precious metal",2118,36904,1075674118,0.45,0.4,0.4
"339912","3479","Silverware & plated ware mfg","Metal coating and allied services",2601,54485,1635503187,0.93,0.9,0.91
"339912","3914","Silverware & plated ware mfg","Silverware and plated ware",191,6069,161502599,0.07,0.1,0.09
"339913","3915","Jewelers’ material & lapidary work mfg","Jewelers'' materials & lapidary work",561,6378,164212696,1,1,1
"339914","3479","Costume jewelry & novelty mfg","Metal coating and allied services",2601,54485,1635503187,0.46,0.42,0.42
"339914","3499","Costume jewelry & novelty mfg","Fabricated metal products, nec",2068,63024,1924000274,0.37,0.48,0.5
"339914","3961","Costume jewelry & novelty mfg","Costume jewelry",937,12847,307607063,0.17,0.1,0.08
"339920","3949","Sporting & athletic goods mfg","Sporting and athletic goods, nec",2531,73299,2019894604,1,1,1
"339931","3942","Doll & stuffed toy mfg","Dolls and stuffed toys",289,5279,218812254,1,1,1
"339932","3944","Game, toy, & children’s vehicle mfg","Games, toys, and children''s vehicles",933,31998,1006822164,1,1,1
"339941","3951","Pen & mechanical pencil mfg","Pens and mechanical pencils",97,9096,304060828,1,1,1
"339942","2531","Lead pencil & art good mfg","Public building & related furniture",499,43695,1466914970,0.54,0.55,0.48
"339942","3579","Lead pencil & art good mfg","Office machines, nec",243,27705,1361511605,0.26,0.35,0.45
"339942","3952","Lead pencil & art good mfg","Lead pencils and art goods",187,7423,216943626,0.2,0.09,0.07
"339943","3953","Marking device mfg","Marking devices",602,8947,244532903,1,1,1
"339944","3955","Carbon paper & inked ribbon mfg","Carbon paper and inked ribbons",148,5852,164092342,1,1,1
"339950","3993","Sign mfg","Signs and advertising specialities",4714,68586,2064227352,1,1,1
"339991","3053","Gasket, packing, & sealing device mfg","Gaskets, packing and sealing devices",691,41081,1344360774,1,1,1
"339992","3931","Musical instrument mfg","Musical instruments",570,15841,450905433,1,1,1
"339993","3131","Fastener, button, needle, & pin mfg","Footwear cut stock",80,2069,46380165,0.22,0.17,0.13
"339993","3965","Fastener, button, needle, & pin mfg","Fasteners, buttons, needles, & pins",278,10047,323787602,0.78,0.83,0.87
"339994","2392","Broom, brush, & mop mfg","Housefurnishings, nec",1062,55020,1172298367,0.79,0.79,0.75
"339994","3991","Broom, brush, & mop mfg","Brooms and brushes",282,14264,390107155,0.21,0.21,0.25
"339995","3995","Burial casket mfg","Burial caskets",186,8742,280244467,1,1,1
"339999","2499","All other miscellaneous mfg","Wood products, nec",3130,56609,1250029828,0.49,0.48,0.42
"339999","3999","All other miscellaneous mfg","Manufacturing industries, nec",3196,62359,1705787323,0.51,0.52,0.58
"421110","5012","Automobile & other motor vehicle whsle","Automobiles and other motor vehicles",8199,143863,5010529251,1,1,1
"421120","5013","Motor vehicle supplies & new parts whsle","Motor vehicle supplies and new parts",26661,292102,9370081449,1,1,1
"421130","5014","Tire & tube whsle","Tires and tubes",3043,31078,999973728,1,1,1
"421140","5015","Motor vehicle parts, (used) whsle","Motor vehicle parts, used",7010,46563,1034618606,1,1,1
"421210","5021","Furniture whsle","Furniture",8703,75528,2964671707,1,1,1
"421220","5023","Home furnishings whsle","Homefurnishings",10182,82410,2949423397,1,1,1
"421310","5031","Lumber, plywood, millwork, & wood panel whsle","Lumber, plywood, and millwork",11343,129746,4632892849,1,1,1
"421320","5032","Brick, stone, & related construction materials whsle","Brick, stone, & related materials",6121,52241,1852680172,1,1,1
"421330","5033","Roofing, siding, & insulation material whsle","Roofing, siding, & insulation",3592,35510,1406226714,1,1,1
"421390","5039","Other construction materials whsle","Construction materials, nec",4894,38703,1360626051,1,1,1
"421410","5043","Photographic equipment & supplies whsle","Photographic equipment and supplies",1978,22705,1192584679,1,1,1
"421420","5044","Office equipment whsle","Office equipment",11042,195314,8145294044,1,1,1
"421430","5045","Computer & computer peripheral equipment & software whsle","Computers, peripherals & software",32002,348304,21879543579,1,1,1
"421440","5046","Other commercial equipment whsle","Commercial equipment, nec",7147,56213,2096615121,1,1,1
"421450","5047","Medical, dental, & hospital equipment & supplies whsle","Medical and hospital equipment",27059,180167,8669787596,1,1,1
"421460","5048","Ophthalmic goods whsle","Ophthalmic goods",2969,21623,755646824,1,1,1
"421490","5049","Other professional equipment & supplies whsle","Professional equipment, nec",5151,36121,1674180416,1,1,1
"421510","5051","Metal service centers & offices","Metals service centers and offices",12504,143783,6149311721,1,1,1
"421520","5052","Coal & other mineral & ore whsle","Coal and other minerals and ores",784,4424,282351971,1,1,1
"421610","5063","Electrical apparatus & equip, wiring supp, & const material whsle","Electrical apparatus and equipment",21793,222893,9440246597,1,1,1
"421620","5064","Electrical appliance, television & radio set whsle","Electrical appliances, TV & radios",4948,49134,2109948227,1,1,1
"421690","5065","Other electronic parts & equipment whsle","Electronic parts and equipment",26657,264327,14310082690,1,1,1
"421710","5072","Hardware whsle","Hardware",10743,107676,3839552810,1,1,1
"421720","5074","Plumbing & heating equipment & supplies (hydronics) whsle","Plumbing & hydronic heating supplies",12451,119028,4316414070,1,1,1
"421730","5075","Warm air heating & air~conditioning equipment & supplies whsle","Warm air heating & air-conditioning",6398,61402,2631506657,1,1,1
"421740","5078","Refrigeration equipment & supplies whsle","Refrigeration equipment and supplies",1705,14145,550780528,1,1,1
"421810","5082","Construction & mining (except petroleum) machinery & equip whsle ...","Construction and mining machinery",6080,87595,3653692294,1,1,1
"421820","5083","Farm & garden machinery & equipment whsle","Farm and garden machinery",12084,121438,3614383114,1,1,1
"421830","5084","Industrial machinery & equipment whsle","Industrial machinery and equipment",44002,330282,14788666154,0.7,0.68,0.7
"421830","5085","Industrial machinery & equipment whsle","Industrial supplies",18507,153533,6223461616,0.3,0.32,0.3
"421840","5085","Industrial supplies whsle","Industrial supplies",18507,153533,6223461616,1,1,1
"421850","5087","Service establishment equipment & supplies whsle","Service establishment equipment",10790,85535,2495064087,1,1,1
"421860","5088","Transportation equipment & supplies (exc motor vehicle) whsle","Transportation equipment & supplies",5193,39583,1904306520,1,1,1
"421910","5091","Sporting & recreational goods & supplies whsle","Sporting & recreational goods",7863,48673,1683722859,1,1,1
"421920","5092","Toy & hobby goods & supplies whsle","Toys and hobby goods and supplies",3377,28896,1084204346,1,1,1
"421930","5093","Recyclable material whsle","Scrap and waste materials",11201,128772,3702551942,1,1,1
"421940","5094","Jewelry/watch/silverware/precious stone, & precious metal whsle","Jewelry & precious stones",9289,49335,1738101476,1,1,1
"421990","5099","Other miscellaneous durable goods whsle","Durable goods, nec",14932,83516,3031310528,0.92,0.82,0.79
"421990","7822","Other miscellaneous durable goods whsle","Motion picture and tape distribution",1337,18606,810770276,0.08,0.18,0.21
"422110","5111","Printing & writing paper whsle","Printing and writing paper",1474,23664,1219481116,1,1,1
"422120","5112","Stationery & office supplies whsle","Stationery and office supplies",12155,155063,4551998890,1,1,1
"422130","5113","Industrial & personal service paper whsle","Industrial & personal service paper",9192,88941,3847819290,1,1,1
"422210","5122","Drugs, & druggists’ sundries whsle","Drugs, proprietaries, and sundries",17392,216439,11097519926,1,1,1
"422310","5131","Piece goods, notions, & other dry goods whsle","Piece goods & notions",7132,51550,2255261236,1,1,1
"422320","5136","Men’s & boys’ clothing & furnishings whsle","Men''s and boys'' clothing",5742,51541,1890806891,1,1,1
"422330","5137","Women’s, children’s, & infants’ clothing & accessories whsle","Women''s and children''s clothing",10654,90170,3517363720,1,1,1
"422340","5139","Footwear whsle","Footwear",2829,27514,1532142751,1,1,1
"422410","5141","General~line grocery whsle","Groceries, general line",10150,286470,10179575425,1,1,1
"422420","5142","Packaged frozen food whsle","Packaged frozen foods",2470,37886,1334730790,1,1,1
"422430","5143","Dairy products, (except dried or canned) whsle","Dairy products, exc. dried or canned",3335,43627,1437429910,1,1,1
"422440","5144","Poultry & poultry product whsle","Poultry and poultry products",1152,16183,469181294,1,1,1
"422450","5145","Confectionery whsle","Confectionery",4932,56742,1782392418,1,1,1
"422460","5146","Fish & seafood whsle","Fish and seafoods",3467,29512,846549291,1,1,1
"422470","5147","Meat & meat product whsle","Meats and meat products",4617,55489,1739539506,1,1,1
"422480","5148","Fresh fruit & vegetable whsle","Fresh fruits and vegetables",6125,101877,3005383044,1,1,1
"422490","5149","Other grocery & related products whsle","Groceries and related products, nec",20559,276735,9500411514,1,1,1
"422510","5153","Grain & field bean whsle","Grain and field beans",5510,60761,1919386702,1,1,1
"422520","5154","Livestock whsle","Livestock",2293,30413,298375579,1,1,1
"422590","5159","Other farm product raw material whsle","Farm-product raw materials, nec",2023,15977,512960794,1,1,1
"422610","5162","Plastics materials & basic forms & shapes whsle","Plastics materials & basic shapes",5042,31674,1429404875,1,1,1
"422690","5169","Other chemical & allied products whsle","Chemicals & allied products, nec",16428,120626,6224098888,1,1,1
"422710","5171","Petroleum bulk stations & terminals","Petroleum bulk stations & terminals",4570,63676,2355299503,1,1,1
"422720","5172","Petroleum & petroleum prod whsle (exc bulk stations & terminals)","Petroleum products, nec",8685,92716,3439476460,1,1,1
"422810","5181","Beer & ale whsle","Beer and ale",3431,98522,3486780994,1,1,1
"422820","5182","Wine & distilled alcoholic beverage whsle","Wine and distilled beverages",2642,55684,2525909837,1,1,1
"422910","5191","Farm supplies whsle","Farm supplies",18315,165322,4826459296,1,1,1
"422920","5192","Book, periodical, & newspaper whsle","Books, periodicals, & newspapers",6034,84254,2495428359,1,1,1
"422930","5193","Flower, nursery stock, & florists’ supplies whsle","Flowers & florists'' supplies",4998,58469,1329208445,1,1,1
"422940","5194","Tobacco & tobacco product whsle","Tobacco and tobacco products",2165,41884,1419807025,1,1,1
"422950","5198","Paint, varnish, & supplies whsle","Paints, varnishes, and supplies",3958,29949,1153766529,1,1,1
"422990","5199","Other miscellaneous nondurable goods whsle","Nondurable goods, nec",32427,164301,5392347626,1,1,1
"441110","5511","New car dealers","New and used car dealers",26206,1047325,37443916280,1,1,1
"441120","5521","Used car dealers","Used car dealers",22047,91616,2326384570,1,1,1
"441210","5561","Recreational vehicle dealers","Recreational vehicle dealers",2728,26668,769704498,1,1,1
"441221","5571","Motorcycle dealers","Motorcycle dealers",3896,32643,818063744,1,1,1
"441222","5551","Boat dealers","Boat dealers",5230,37158,916327558,1,1,1
"441229","5599","All other motor vehicle dealers","Automotive dealers, nec",1558,9362,262636003,1,1,1
"441310","5013","Automotive parts & accessories stores","Motor vehicle supplies and new parts",26661,292102,9370081449,0.31,0.34,0.43
"441310","5531","Automotive parts & accessories stores","Auto and home supply stores",42199,391181,8662894929,0.49,0.45,0.39
"441310","5731","Automotive parts & accessories stores","Radio, TV, & electronic stores",17741,182439,3900357373,0.2,0.21,0.18
"441320","5014","Tire dealers","Tires and tubes",3043,31078,999973728,0.07,0.07,0.1
"441320","5531","Tire dealers","Auto and home supply stores",42199,391181,8662894929,0.93,0.93,0.9
"442110","5021","Furniture stores","Furniture",8703,75528,2964671707,0.21,0.2,0.3
"442110","5712","Furniture stores","Furniture stores",33675,297300,6948502685,0.79,0.8,0.7
"442210","5023","Floor covering stores","Homefurnishings",10182,82410,2949423397,0.42,0.49,0.57
"442210","5713","Floor covering stores","Floor covering stores",13821,84302,2246608474,0.58,0.51,0.43
"442291","5714","Window treatment stores","Drapery and upholstery stores",2963,12142,224878277,0.19,0.09,0.1
"442291","5719","Window treatment stores","Misc. homefurnishings stores",12499,116448,1973818119,0.81,0.91,0.9
"442299","5719","All other home furnishings stores","Misc. homefurnishings stores",12499,116448,1973818119,1,1,1
"443111","5722","Household appliance stores","Household appliance stores",9583,71033,1548463966,1,1,1
"443112","5731","Radio, television, & other electronics stores","Radio, TV, & electronic stores",17741,182439,3900357373,0.26,0.38,0.42
"443112","5999","Radio, television, & other electronics stores","Miscellaneous retail stores, nec",50153,300513,5444343208,0.74,0.62,0.58
"443120","5045","Computer & software stores","Computers, peripherals & software",32002,348304,21879543579,0.71,0.74,0.83
"443120","5734","Computer & software stores","Computer and software stores",12765,121365,4546517709,0.29,0.26,0.17
"443130","5946","Camera & photographic supplies stores","Camera & photographic supply stores",2744,22546,460802530,1,1,1
"444110","5211","Home centers","Lumber and other building materials",24154,552033,12863215235,1,1,1
"444120","5198","Paint & wallpaper stores","Paints, varnishes, and supplies",3958,29949,1153766529,0.28,0.31,0.41
"444120","5231","Paint & wallpaper stores","Paint, glass, and wallpaper stores",10063,66261,1654694555,0.72,0.69,0.59
"444130","5251","Hardware stores","Hardware stores",16507,164202,2815029063,1,1,1
"444190","5031","Other building material dealers","Lumber, plywood, and millwork",11343,129746,4632892849,0.12,0.11,0.12
"444190","5032","Other building material dealers","Brick, stone, & related materials",6121,52241,1852680172,0.06,0.04,0.05
"444190","5033","Other building material dealers","Roofing, siding, & insulation",3592,35510,1406226714,0.04,0.03,0.04
"444190","5039","Other building material dealers","Construction materials, nec",4894,38703,1360626051,0.05,0.03,0.04
"444190","5063","Other building material dealers","Electrical apparatus and equipment",21793,222893,9440246597,0.23,0.18,0.25
"444190","5074","Other building material dealers","Plumbing & hydronic heating supplies",12451,119028,4316414070,0.13,0.1,0.12
"444190","5211","Other building material dealers","Lumber and other building materials",24154,552033,12863215235,0.26,0.45,0.34
"444190","5231","Other building material dealers","Paint, glass, and wallpaper stores",10063,66261,1654694555,0.11,0.05,0.04
"444210","5083","Outdoor power equipment stores","Farm and garden machinery",12084,121438,3614383114,0.51,0.57,0.69
"444210","5261","Outdoor power equipment stores","Retail nurseries and garden stores",11485,92957,1596443564,0.49,0.43,0.31
"444220","5191","Nursery & garden centers","Farm supplies",18315,165322,4826459296,0.53,0.52,0.62
"444220","5193","Nursery & garden centers","Flowers & florists'' supplies",4998,58469,1329208445,0.14,0.18,0.17
"444220","5261","Nursery & garden centers","Retail nurseries and garden stores",11485,92957,1596443564,0.33,0.29,0.21
"445110","5411","Supermarkets & other grocery (except convenience) stores","Grocery stores",124511,3073816,49248033153,1,1,1
"445120","5411","Convenience stores","Grocery stores",124511,3073816,49248033153,1,1,1
"445210","5411","Meat markets","Grocery stores",124511,3073816,49248033153,0.94,0.98,0.99
"445210","5421","Meat markets","Meat and fish markets",7650,46948,729841029,0.06,0.02,0.01
"445220","5421","Fish & seafood markets","Meat and fish markets",7650,46948,729841029,1,1,1
"445230","5431","Fruit & vegetable markets","Fruit and vegetable markets",3565,29233,453296676,1,1,1
"445291","5461","Baked goods stores","Retail bakeries",22168,203049,2447824503,1,1,1
"445292","5441","Confectionery & nut stores","Candy, nut, and confectionery stores",4450,31132,353669552,1,1,1
"445299","5451","All other specialty food stores","Dairy products stores",2105,14470,155043178,0.16,0.14,0.11
"445299","5499","All other specialty food stores","Miscellaneous food stores",10655,85743,1320872710,0.84,0.86,0.89
"445310","5921","Beer, wine, & liquor stores","Liquor stores",24736,113240,1511560959,1,1,1
"446110","5912","Pharmacies & drug stores","Drug stores and proprietary stores",39803,625134,12757976849,1,1,1
"446120","5087","Cosmetics, beauty supplies, & perfume stores","Service establishment equipment",10790,85535,2495064087,0.18,0.22,0.31
"446120","5999","Cosmetics, beauty supplies, & perfume stores","Miscellaneous retail stores, nec",50153,300513,5444343208,0.82,0.78,0.69
"446130","5995","Optical goods stores","Optical goods stores",11063,66688,1552723643,1,1,1
"446191","5499","Food (health) supplement stores","Miscellaneous food stores",10655,85743,1320872710,1,1,1
"446199","5047","All other health & personal care stores","Medical and hospital equipment",27059,180167,8669787596,0.35,0.37,0.61
"446199","5999","All other health & personal care stores","Miscellaneous retail stores, nec",50153,300513,5444343208,0.65,0.63,0.39
"447110","5411","Gasoline stations with convenience stores","Grocery stores",124511,3073816,49248033153,0.61,0.82,0.83
"447110","5541","Gasoline stations with convenience stores","Gasoline service stations",80141,668126,9793509987,0.39,0.18,0.17
"447190","5541","Other gasoline stations","Gasoline service stations",80141,668126,9793509987,1,1,1
"448110","5611","Men’s clothing stores","Men''s & boys'' clothing stores",9609,84030,1555741392,1,1,1
"448120","5621","Women’s clothing stores","Women''s clothing stores",31621,281309,3872283831,1,1,1
"448130","5641","Children’s & infants’ clothing stores","Children''s and infants'' wear stores",4317,41448,503860386,1,1,1
"448140","5651","Family clothing stores","Family clothing stores",15688,354767,5617451096,1,1,1
"448150","5632","Clothing accessories stores","Women''s accessory & specialty stores",6953,54157,804588147,0.33,0.37,0.36
"448150","5699","Clothing accessories stores","Misc. apparel & accessory stores",14171,93883,1456676862,0.67,0.63,0.64
"448190","5632","Other clothing stores","Women''s accessory & specialty stores",6953,54157,804588147,0.33,0.37,0.36
"448190","5699","Other clothing stores","Misc. apparel & accessory stores",14171,93883,1456676862,0.67,0.63,0.64
"448210","5661","Shoe stores","Shoe stores",27637,207784,3063269166,1,1,1
"448310","5944","Jewelry stores","Jewelry stores",24170,142531,3068825566,1,1,1
"448320","5948","Luggage & leather goods stores","Luggage and leather goods stores",2173,16722,308317491,1,1,1
"451110","5941","Sporting goods stores","Sporting goods and bicycle shops",23490,189039,2919851925,1,1,1
"451120","5945","Hobby, toy, & game stores","Hobby, toy, and game shops",8926,119996,1600146815,1,1,1
"451130","5714","Sewing, needlework, & piece goods stores","Drapery and upholstery stores",2963,12142,224878277,0.34,0.2,0.28
"451130","5949","Sewing, needlework, & piece goods stores","Sewing, needlework, and piece goods",5741,49722,571197401,0.66,0.8,0.72
"451140","5736","Musical instrument & supplies stores","Musical instrument stores",4433,31902,727356706,1,1,1
"451211","5942","Book stores","Book stores",12010,131011,1820759178,1,1,1
"451212","5994","News dealers & newsstands","News dealers and newsstands",1948,9383,131613180,1,1,1
"451220","5735","Prerecorded tape, compact disc, & record stores","Record & prerecorded tape stores",7530,77471,979312416,1,1,1
"452110","5311","Department stores (excl leased depts)","Department stores",14540,2394275,37149998413,1,1,1
"452910","5311","Warehouse clubs & superstores","Department stores",14540,2394275,37149998413,0.1,0.42,0.42
"452910","5399","Warehouse clubs & superstores","Misc. general merchandise stores",13045,206852,3004672383,0.09,0.04,0.03
"452910","5411","Warehouse clubs & superstores","Grocery stores",124511,3073816,49248033153,0.82,0.54,0.55
"452990","5331","All other general merchandise stores","Variety stores",10942,134043,1766545191,0.17,0.18,0.13
"452990","5399","All other general merchandise stores","Misc. general merchandise stores",13045,206852,3004672383,0.2,0.28,0.22
"452990","5531","All other general merchandise stores","Auto and home supply stores",42199,391181,8662894929,0.64,0.53,0.64
"453110","5992","Florists","Florists",25025,125575,1521091368,1,1,1
"453210","5049","Office supplies & stationery stores","Professional equipment, nec",5151,36121,1674180416,0.22,0.13,0.21
"453210","5112","Office supplies & stationery stores","Stationery and office supplies",12155,155063,4551998890,0.52,0.56,0.56
"453210","5943","Office supplies & stationery stores","Stationery stores",6173,86938,1938524995,0.26,0.31,0.24
"453220","5947","Gift, novelty, & souvenir stores","Gift, novelty, and souvenir shops",32037,226435,2654330276,1,1,1
"453310","5932","Used merchandise stores","Used merchandise stores",20618,114448,1748260545,1,1,1
"453910","5999","Pet & pet supplies stores","Miscellaneous retail stores, nec",50153,300513,5444343208,1,1,1
"453920","5999","Art dealers","Miscellaneous retail stores, nec",50153,300513,5444343208,1,1,1
"453930","5271","Manufactured (mobile) home dealers","Mobile home dealers",5078,42785,1280270050,1,1,1
"453991","5993","Tobacco stores","Tobacco stores and stands",2881,13757,213950462,1,1,1
"453998","5999","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Miscellaneous retail stores, nec",50153,300513,5444343208,1,1,1
"454110","5045","Electronic shopping & mail~order houses","Computers, peripherals & software",32002,348304,21879543579,0.64,0.48,0.69
"454110","5112","Electronic shopping & mail~order houses","Stationery and office supplies",12155,155063,4551998890,0.24,0.22,0.14
"454110","5961","Electronic shopping & mail~order houses","Catalog and mail-order houses",5850,217165,5407387572,0.12,0.3,0.17
"454210","5962","Vending machine operators","Merchandising machine operators",6530,69106,1441155770,1,1,1
"454311","5171","Heating oil dealers","Petroleum bulk stations & terminals",4570,63676,2355299503,0.48,0.56,0.59
"454311","5983","Heating oil dealers","Fuel oil dealers",4935,50322,1605174562,0.52,0.44,0.41
"454312","5171","Liquefied petroleum gas (bottled gas) dealers","Petroleum bulk stations & terminals",4570,63676,2355299503,0.45,0.58,0.66
"454312","5984","Liquefied petroleum gas (bottled gas) dealers","Liquefied petroleum gas dealers",5544,45370,1211536606,0.55,0.42,0.34
"454319","5989","Other fuel dealers","Fuel dealers, nec",307,1165,28999593,1,1,1
"454390","5421","Other direct selling establishments","Meat and fish markets",7650,46948,729841029,0.57,0.47,0.4
"454390","5963","Other direct selling establishments","Direct selling establishments",5669,53457,1114732626,0.43,0.53,0.6
"481111","4512","Scheduled passenger air transportation %%","Air transportation, scheduled",3032,510432,22590474844,1,1,1
"481112","4512","Scheduled freight air transportation","Air transportation, scheduled",3032,510432,22590474844,1,1,1
"481211","4522","Nonscheduled chartered passenger air transportation","Air transportation, nonscheduled",2755,45278,1578071884,1,1,1
"481212","4522","Nonscheduled chartered freight air transportation","Air transportation, nonscheduled",2755,45278,1578071884,1,1,1
"481219","4522","Other nonscheduled air transportation","Air transportation, nonscheduled",2755,45278,1578071884,1,1,1
"483111","4412","Deep sea freight transportation","Deep sea foreign trans. of freight",394,14807,924892711,1,1,1
"483112","4481","Deep sea passenger transportation","Deep sea passenger trans., ex. ferry",128,8094,297216861,1,1,1
"483113","4424","Coastal & Great Lakes freight transportation","Deep sea domestic trans. of freight",190,9143,516822374,0.18,0.31,0.39
"483113","4432","Coastal & Great Lakes freight transportation","Freight trans. on the Great Lakes",36,2155,121440702,0.03,0.07,0.09
"483113","4492","Coastal & Great Lakes freight transportation","Towing and tugboat service",845,18627,695099913,0.79,0.62,0.52
"483114","4481","Coastal & Great Lakes passenger transportation","Deep sea passenger trans., ex. ferry",128,8094,297216861,0.48,0.67,0.69
"483114","4482","Coastal & Great Lakes passenger transportation","Ferries",140,3938,134620664,0.52,0.33,0.31
"483211","4449","Inland water freight transportation","Water transportation of freight, nec",324,14000,568890813,0.28,0.43,0.45
"483211","4492","Inland water freight transportation","Towing and tugboat service",845,18627,695099913,0.72,0.57,0.55
"483212","4482","Inland water passenger transportation","Ferries",140,3938,134620664,0.18,0.26,0.38
"483212","4489","Inland water passenger transportation","Water passenger transportation, nec",645,11137,218955851,0.82,0.74,0.62
"484110","4212","General freight trucking, local","Local trucking, without storage",62242,479494,13551203466,0.93,0.86,0.87
"484110","4214","General freight trucking, local","Local trucking with storage",4377,75445,2022974850,0.07,0.14,0.13
"484121","4213","General freight trucking, long~distance, truckload","Trucking, except local",47198,844512,27396039837,1,1,1
"484122","4213","General freight trucking, long~distance, less than truckload","Trucking, except local",47198,844512,27396039837,1,1,1
"484210","4212","Used household & office goods moving","Local trucking, without storage",62242,479494,13551203466,0.55,0.34,0.32
"484210","4213","Used household & office goods moving","Trucking, except local",47198,844512,27396039837,0.41,0.6,0.64
"484210","4214","Used household & office goods moving","Local trucking with storage",4377,75445,2022974850,0.04,0.05,0.05
